TITLE = "FUNC"
VARIABLES = "X", "Y", "F"
ZONE I=26, J=11, F=POINT
2.4000000000000e-001 2.0000000000000e-001 -5.3904037375427e-002
2.6000000000000e-001 2.0000000000000e-001 -5.3904037375427e-002
2.8000000000000e-001 2.0000000000000e-001 -5.3904037375427e-002
3.0000000000000e-001 2.0000000000000e-001 -5.3904037375427e-002
3.2000000000000e-001 2.0000000000000e-001 -5.3904037375427e-002
3.4000000000000e-001 2.0000000000000e-001 -5.3904037375427e-002
3.6000000000000e-001 2.0000000000000e-001 -5.3904037375427e-002
3.8000000000000e-001 2.0000000000000e-001 -5.3904037375427e-002
4.0000000000000e-001 2.0000000000000e-001 -5.3904037375427e-002
4.2000000000000e-001 2.0000000000000e-001 -5.3904037375427e-002
4.4000000000000e-001 2.0000000000000e-001 -5.3904037375427e-002
4.6000000000000e-001 2.0000000000000e-001 -5.3904037375427e-002
4.8000000000000e-001 2.0000000000000e-001 -5.3904037375427e-002
5.0000000000000e-001 2.0000000000000e-001 -5.3371031449940e-002
ZONE I=25, J=11, F=POINT
5.2000000000000e-001 0.0000000000000e+000 5.5067213722482e-003
5.4000000000000e-001 0.0000000000000e+000 3.2989442838634e-053
5.6000000000000e-001 0.0000000000000e+000 3.2989442838634e-053
5.8000000000000e-001 0.0000000000000e+000 3.2989442838634e-053
6.0000000000000e-001 0.0000000000000e+000 3.2989442838634e-053
6.2000000000000e-001 0.0000000000000e+000 3.2989442838634e-053
6.4000000000000e-001 0.0000000000000e+000 3.2989442838634e-053
6.6000000000000e-001 0.0000000000000e+000 3.2989442838634e-053
6.8000000000000e-001 0.0000000000000e+000 3.2989442838634e-053
7.0000000000000e-001 0.0000000000000e+000 3.2989442838634e-053
7.2000000000000e-001 0.0000000000000e+000 3.2989442838634e-053
7.4000000000000e-001 0.0000000000000e+000 3.2989442838634e-053
7.6000000000000e-001 0.0000000000000e+000 3.2989442838634e-053
7.8000000000000e-001 0.0000000000000e+000 3.2989442838634e-053
8.0000000000000e-001 0.0000000000000e+000 3.2989442838634e-053
8.2000000000000e-001 0.0000000000000e+000 3.2989442838634e-053
8.4000000000000e-001 0.0000000000000e+000 3.2989442838634e-053
8.6000000000000e-001 0.0000000000000e+000 3.2989442838634e-053
8.8000000000000e-001 0.0000000000000e+000 3.2989442838634e-053
9.0000000000000e-001 0.0000000000000e+000 3.2989442838634e-053
9.2000000000000e-001 0.0000000000000e+000 3.2989442838634e-053
9.4000000000000e-001 0.0000000000000e+000 3.2989442838634e-053
9.6000000000000e-001 0.0000000000000e+000 3.2989442838634e-053
9.8000000000000e-001 0.0000000000000e+000 3.2989442838634e-053
1.0000000000000e+000 0.0000000000000e+000 3.2989442838634e-053
5.2000000000000e-001 2.0000000000000e-002 -1.0632707796437e-003
5.4000000000000e-001 2.0000000000000e-002 -5.9645305468907e-004
5.6000000000000e-001 2.0000000000000e-002 -5.9645305468907e-004
5.8000000000000e-001 2.0000000000000e-002 -5.9645305468907e-004
6.0000000000000e-001 2.0000000000000e-002 -5.9645305468907e-004
6.2000000000000e-001 2.0000000000000e-002 -5.9645305468907e-004
6.4000000000000e-001 2.0000000000000e-002 -5.9645305468907e-004
6.6000000000000e-001 2.0000000000000e-002 -5.9645305468907e-004
6.8000000000000e-001 2.0000000000000e-002 -5.9645305468907e-004
7.0000000000000e-001 2.0000000000000e-002 -5.9645305468907e-004
7.2000000000000e-001 2.0000000000000e-002 -5.9645305468907e-004
7.4000000000000e-001 2.0000000000000e-002 -5.9645305468907e-004
7.6000000000000e-001 2.0000000000000e-002 -5.9645305468907e-004
7.8000000000000e-001 2.0000000000000e-002 -5.9645305468907e-004
8.0000000000000e-001 2.0000000000000e-002 -5.9645305468907e-004
8.2000000000000e-001 2.0000000000000e-002 -5.9645305468907e-004
8.4000000000000e-001 2.0000000000000e-002 -5.9645305468907e-004
8.6000000000000e-001 2.0000000000000e-002 -5.9645305468907e-004
8.8000000000000e-001 2.0000000000000e-002 -5.9645305468907e-004
9.0000000000000e-001 2.0000000000000e-002 -5.9645305468907e-004
9.2000000000000e-001 2.0000000000000e-002 -5.9645305468907e-004
9.4000000000000e-001 2.0000000000000e-002 -5.9645305468907e-004
9.6000000000000e-001 2.0000000000000e-002 -5.9645305468907e-004
