TITLE = "FUNC"
VARIABLES = "X", "Y", "F"
ZONE I=26, J=11, F=POINT
0.0000000000000e+000 0.0000000000000e+000 5.5067323856909e-001
2.0000000000000e-002 0.0000000000000e+000 5.5067323856909e-001
4.0000000000000e-002 0.0000000000000e+000 5.5067323856909e-001
6.0000000000000e-002 0.0000000000000e+000 5.5067323856909e-001
8.0000000000000e-002 0.0000000000000e+000 5.5067323856909e-001
1.0000000000000e-001 0.0000000000000e+000 5.5067323856909e-001
1.2000000000000e-001 0.0000000000000e+000 5.5067323856909e-001
1.4000000000000e-001 0.0000000000000e+000 5.5067323856909e-001
1.6000000000000e-001 0.0000000000000e+000 5.5067323856909e-001
1.8000000000000e-001 0.0000000000000e+000 5.5067323856909e-001
2.0000000000000e-001 0.0000000000000e+000 5.5067323856909e-001
2.2000000000000e-001 0.0000000000000e+000 5.5067323856909e-001
2.4000000000000e-001 0.0000000000000e+000 5.5067323856909e-001
2.6000000000000e-001 0.0000000000000e+000 5.5067323856909e-001
2.8000000000000e-001 0.0000000000000e+000 5.5067323856909e-001
3.0000000000000e-001 0.0000000000000e+000 5.5067323856909e-001
3.2000000000000e-001 0.0000000000000e+000 5.5067323856909e-001
3.4000000000000e-001 0.0000000000000e+000 5.5067323856909e-001
3.6000000000000e-001 0.0000000000000e+000 5.5067323856909e-001
3.8000000000000e-001 0.0000000000000e+000 5.5067323856909e-001
4.0000000000000e-001 0.0000000000000e+000 5.5067323856909e-001
4.2000000000000e-001 0.0000000000000e+000 5.5067323856909e-001
4.4000000000000e-001 0.0000000000000e+000 5.5067323856909e-001
4.6000000000000e-001 0.0000000000000e+000 5.5067323856909e-001
4.8000000000000e-001 0.0000000000000e+000 5.5067323856909e-001
5.0000000000000e-001 0.0000000000000e+000 5.4516651719684e-001
0.0000000000000e+000 2.0000000000000e-002 -4.7278318913694e-002
2.0000000000000e-002 2.0000000000000e-002 -4.7278318913694e-002
4.0000000000000e-002 2.0000000000000e-002 -4.7278318913694e-002
6.0000000000000e-002 2.0000000000000e-002 -4.7278318913694e-002
8.0000000000000e-002 2.0000000000000e-002 -4.7278318913694e-002
1.0000000000000e-001 2.0000000000000e-002 -4.7278318913694e-002
1.2000000000000e-001 2.0000000000000e-002 -4.7278318913694e-002
1.4000000000000e-001 2.0000000000000e-002 -4.7278318913694e-002
1.6000000000000e-001 2.0000000000000e-002 -4.7278318913694e-002
1.8000000000000e-001 2.0000000000000e-002 -4.7278318913694e-002
2.0000000000000e-001 2.0000000000000e-002 -4.7278318913694e-002
2.2000000000000e-001 2.0000000000000e-002 -4.7278318913694e-002
2.4000000000000e-001 2.0000000000000e-002 -4.7278318913694e-002
2.6000000000000e-001 2.0000000000000e-002 -4.7278318913694e-002
2.8000000000000e-001 2.0000000000000e-002 -4.7278318913694e-002
3.0000000000000e-001 2.0000000000000e-002 -4.7278318913694e-002
3.2000000000000e-001 2.0000000000000e-002 -4.7278318913694e-002
3.4000000000000e-001 2.0000000000000e-002 -4.7278318913694e-002
3.6000000000000e-001 2.0000000000000e-002 -4.7278318913694e-002
3.8000000000000e-001 2.0000000000000e-002 -4.7278318913694e-002
4.0000000000000e-001 2.0000000000000e-002 -4.7278318913694e-002
4.2000000000000e-001 2.0000000000000e-002 -4.7278318913694e-002
4.4000000000000e-001 2.0000000000000e-002 -4.7278318913694e-002
4.6000000000000e-001 2.0000000000000e-002 -4.7278318913694e-002
4.8000000000000e-001 2.0000000000000e-002 -4.7278318913694e-002
5.0000000000000e-001 2.0000000000000e-002 -4.6811501188739e-002
0.0000000000000e+000 4.0000000000000e-002 -6.0834390646541e-002
2.0000000000000e-002 4.0000000000000e-002 -6.0834390646541e-002
4.0000000000000e-002 4.0000000000000e-002 -6.0834390646541e-002
6.0000000000000e-002 4.0000000000000e-002 -6.0834390646541e-002
8.0000000000000e-002 4.0000000000000e-002 -6.0834390646541e-002
1.0000000000000e-001 4.0000000000000e-002 -6.0834390646541e-002
1.2000000000000e-001 4.0000000000000e-002 -6.0834390646541e-002
1.4000000000000e-001 4.0000000000000e-002 -6.0834390646541e-002
1.6000000000000e-001 4.0000000000000e-002 -6.0834390646541e-002
1.8000000000000e-001 4.0000000000000e-002 -6.0834390646541e-002
2.0000000000000e-001 4.0000000000000e-002 -6.0834390646541e-002
2.2000000000000e-001 4.0000000000000e-002 -6.0834390646541e-002
2.4000000000000e-001 4.0000000000000e-002 -6.0834390646541e-002
2.6000000000000e-001 4.0000000000000e-002 -6.0834390646541e-002
2.8000000000000e-001 4.0000000000000e-002 -6.0834390646541e-002
3.0000000000000e-001 4.0000000000000e-002 -6.0834390646541e-002
3.2000000000000e-001 4.0000000000000e-002 -6.0834390646541e-002
3.4000000000000e-001 4.0000000000000e-002 -6.0834390646541e-002
3.6000000000000e-001 4.0000000000000e-002 -6.0834390646541e-002
3.8000000000000e-001 4.0000000000000e-002 -6.0834390646541e-002
4.0000000000000e-001 4.0000000000000e-002 -6.0834390646541e-002
4.2000000000000e-001 4.0000000000000e-002 -6.0834390646541e-002
4.4000000000000e-001 4.0000000000000e-002 -6.0834390646541e-002
4.6000000000000e-001 4.0000000000000e-002 -6.0834390646541e-002
4.8000000000000e-001 4.0000000000000e-002 -6.0834390646541e-002
5.0000000000000e-001 4.0000000000000e-002 -6.0232144811722e-002
0.0000000000000e+000 6.0000000000000e-002 -6.1059315021487e-002
2.0000000000000e-002 6.0000000000000e-002 -6.1059315021487e-002
4.0000000000000e-002 6.0000000000000e-002 -6.1059315021487e-002
6.0000000000000e-002 6.0000000000000e-002 -6.1059315021487e-002
8.0000000000000e-002 6.0000000000000e-002 -6.1059315021487e-002
1.0000000000000e-001 6.0000000000000e-002 -6.1059315021487e-002
1.2000000000000e-001 6.0000000000000e-002 -6.1059315021487e-002
1.4000000000000e-001 6.0000000000000e-002 -6.1059315021487e-002
1.6000000000000e-001 6.0000000000000e-002 -6.1059315021487e-002
1.8000000000000e-001 6.0000000000000e-002 -6.1059315021487e-002
2.0000000000000e-001 6.0000000000000e-002 -6.1059315021487e-002
2.2000000000000e-001 6.0000000000000e-002 -6.1059315021487e-002
2.4000000000000e-001 6.0000000000000e-002 -6.1059315021487e-002
2.6000000000000e-001 6.0000000000000e-002 -6.1059315021487e-002
2.8000000000000e-001 6.0000000000000e-002 -6.1059315021487e-002
3.0000000000000e-001 6.0000000000000e-002 -6.1059315021487e-002
3.2000000000000e-001 6.0000000000000e-002 -6.1059315021487e-002
3.4000000000000e-001 6.0000000000000e-002 -6.1059315021487e-002
3.6000000000000e-001 6.0000000000000e-002 -6.1059315021487e-002
3.8000000000000e-001 6.0000000000000e-002 -6.1059315021487e-002
4.0000000000000e-001 6.0000000000000e-002 -6.1059315021487e-002
4.2000000000000e-001 6.0000000000000e-002 -6.1059315021487e-002
4.4000000000000e-001 6.0000000000000e-002 -6.1059315021487e-002
4.6000000000000e-001 6.0000000000000e-002 -6.1059315021487e-002
4.8000000000000e-001 6.0000000000000e-002 -6.1059315021487e-002
5.0000000000000e-001 6.0000000000000e-002 -6.0454821515737e-002
0.0000000000000e+000 8.0000000000000e-002 -6.1062618274083e-002
2.0000000000000e-002 8.0000000000000e-002 -6.1062618274083e-002
4.0000000000000e-002 8.0000000000000e-002 -6.1062618274083e-002
6.0000000000000e-002 8.0000000000000e-002 -6.1062618274083e-002
8.0000000000000e-002 8.0000000000000e-002 -6.1062618274083e-002
1.0000000000000e-001 8.0000000000000e-002 -6.1062618274083e-002
1.2000000000000e-001 8.0000000000000e-002 -6.1062618274083e-002
1.4000000000000e-001 8.0000000000000e-002 -6.1062618274083e-002
1.6000000000000e-001 8.0000000000000e-002 -6.1062618274083e-002
1.8000000000000e-001 8.0000000000000e-002 -6.1062618274083e-002
2.0000000000000e-001 8.0000000000000e-002 -6.1062618274083e-002
2.2000000000000e-001 8.0000000000000e-002 -6.1062618274083e-002
2.4000000000000e-001 8.0000000000000e-002 -6.1062618274083e-002
2.6000000000000e-001 8.0000000000000e-002 -6.1062618274083e-002
2.8000000000000e-001 8.0000000000000e-002 -6.1062618274083e-002
3.0000000000000e-001 8.0000000000000e-002 -6.1062618274083e-002
3.2000000000000e-001 8.0000000000000e-002 -6.1062618274083e-002
3.4000000000000e-001 8.0000000000000e-002 -6.1062618274083e-002
3.6000000000000e-001 8.0000000000000e-002 -6.1062618274083e-002
3.8000000000000e-001 8.0000000000000e-002 -6.1062618274083e-002
4.0000000000000e-001 8.0000000000000e-002 -6.1062618274083e-002
4.2000000000000e-001 8.0000000000000e-002 -6.1062618274083e-002
4.4000000000000e-001 8.0000000000000e-002 -6.1062618274083e-002
4.6000000000000e-001 8.0000000000000e-002 -6.1062618274083e-002
4.8000000000000e-001 8.0000000000000e-002 -6.1062618274083e-002
5.0000000000000e-001 8.0000000000000e-002 -6.0458091754475e-002
0.0000000000000e+000 1.0000000000000e-001 -6.1062663760611e-002
2.0000000000000e-002 1.0000000000000e-001 -6.1062663760611e-002
4.0000000000000e-002 1.0000000000000e-001 -6.1062663760611e-002
6.0000000000000e-002 1.0000000000000e-001 -6.1062663760611e-002
8.0000000000000e-002 1.0000000000000e-001 -6.1062663760611e-002
1.0000000000000e-001 1.0000000000000e-001 -6.1062663760611e-002
1.2000000000000e-001 1.0000000000000e-001 -6.1062663760611e-002
1.4000000000000e-001 1.0000000000000e-001 -6.1062663760611e-002
1.6000000000000e-001 1.0000000000000e-001 -6.1062663760611e-002
1.8000000000000e-001 1.0000000000000e-001 -6.1062663760611e-002
2.0000000000000e-001 1.0000000000000e-001 -6.1062663760611e-002
2.2000000000000e-001 1.0000000000000e-001 -6.1062663760611e-002
2.4000000000000e-001 1.0000000000000e-001 -6.1062663760611e-002
2.6000000000000e-001 1.0000000000000e-001 -6.1062663760611e-002
2.8000000000000e-001 1.0000000000000e-001 -6.1062663760611e-002
3.0000000000000e-001 1.0000000000000e-001 -6.1062663760611e-002
3.2000000000000e-001 1.0000000000000e-001 -6.1062663760611e-002
3.4000000000000e-001 1.0000000000000e-001 -6.1062663760611e-002
3.6000000000000e-001 1.0000000000000e-001 -6.1062663760611e-002
3.8000000000000e-001 1.0000000000000e-001 -6.1062663760611e-002
4.0000000000000e-001 1.0000000000000e-001 -6.1062663760611e-002
4.2000000000000e-001 1.0000000000000e-001 -6.1062663760611e-002
4.4000000000000e-001 1.0000000000000e-001 -6.1062663760611e-002
4.6000000000000e-001 1.0000000000000e-001 -6.1062663760611e-002
4.8000000000000e-001 1.0000000000000e-001 -6.1062663760611e-002
5.0000000000000e-001 1.0000000000000e-001 -6.0458136786360e-002
0.0000000000000e+000 1.2000000000000e-001 -6.1062664219551e-002
2.0000000000000e-002 1.2000000000000e-001 -6.1062664219551e-002
4.0000000000000e-002 1.2000000000000e-001 -6.1062664219551e-002
6.0000000000000e-002 1.2000000000000e-001 -6.1062664219551e-002
8.0000000000000e-002 1.2000000000000e-001 -6.1062664219551e-002
1.0000000000000e-001 1.2000000000000e-001 -6.1062664219551e-002
1.2000000000000e-001 1.2000000000000e-001 -6.1062664219551e-002
1.4000000000000e-001 1.2000000000000e-001 -6.1062664219551e-002
1.6000000000000e-001 1.2000000000000e-001 -6.1062664219551e-002
1.8000000000000e-001 1.2000000000000e-001 -6.1062664219551e-002
2.0000000000000e-001 1.2000000000000e-001 -6.1062664219551e-002
2.2000000000000e-001 1.2000000000000e-001 -6.1062664219551e-002
2.4000000000000e-001 1.2000000000000e-001 -6.1062664219551e-002
2.6000000000000e-001 1.2000000000000e-001 -6.1062664219551e-002
2.8000000000000e-001 1.2000000000000e-001 -6.1062664219551e-002
3.0000000000000e-001 1.2000000000000e-001 -6.1062664219551e-002
3.2000000000000e-001 1.2000000000000e-001 -6.1062664219551e-002
3.4000000000000e-001 1.2000000000000e-001 -6.1062664219551e-002
3.6000000000000e-001 1.2000000000000e-001 -6.1062664219551e-002
3.8000000000000e-001 1.2000000000000e-001 -6.1062664219551e-002
4.0000000000000e-001 1.2000000000000e-001 -6.1062664219551e-002
4.2000000000000e-001 1.2000000000000e-001 -6.1062664219551e-002
4.4000000000000e-001 1.2000000000000e-001 -6.1062664219551e-002
4.6000000000000e-001 1.2000000000000e-001 -6.1062664219551e-002
4.8000000000000e-001 1.2000000000000e-001 -6.1062664219551e-002
5.0000000000000e-001 1.2000000000000e-001 -6.0458137240712e-002
0.0000000000000e+000 1.4000000000000e-001 -6.1062652211007e-002
2.0000000000000e-002 1.4000000000000e-001 -6.1062652211007e-002
4.0000000000000e-002 1.4000000000000e-001 -6.1062652211007e-002
6.0000000000000e-002 1.4000000000000e-001 -6.1062652211007e-002
8.0000000000000e-002 1.4000000000000e-001 -6.1062652211007e-002
1.0000000000000e-001 1.4000000000000e-001 -6.1062652211007e-002
1.2000000000000e-001 1.4000000000000e-001 -6.1062652211007e-002
1.4000000000000e-001 1.4000000000000e-001 -6.1062652211007e-002
1.6000000000000e-001 1.4000000000000e-001 -6.1062652211007e-002
1.8000000000000e-001 1.4000000000000e-001 -6.1062652211007e-002
2.0000000000000e-001 1.4000000000000e-001 -6.1062652211007e-002
2.2000000000000e-001 1.4000000000000e-001 -6.1062652211007e-002
2.4000000000000e-001 1.4000000000000e-001 -6.1062652211007e-002
2.6000000000000e-001 1.4000000000000e-001 -6.1062652211007e-002
2.8000000000000e-001 1.4000000000000e-001 -6.1062652211007e-002
3.0000000000000e-001 1.4000000000000e-001 -6.1062652211007e-002
3.2000000000000e-001 1.4000000000000e-001 -6.1062652211007e-002
3.4000000000000e-001 1.4000000000000e-001 -6.1062652211007e-002
3.6000000000000e-001 1.4000000000000e-001 -6.1062652211007e-002
3.8000000000000e-001 1.4000000000000e-001 -6.1062652211007e-002
4.0000000000000e-001 1.4000000000000e-001 -6.1062652211007e-002
4.2000000000000e-001 1.4000000000000e-001 -6.1062652211007e-002
4.4000000000000e-001 1.4000000000000e-001 -6.1062652211007e-002
4.6000000000000e-001 1.4000000000000e-001 -6.1062652211007e-002
4.8000000000000e-001 1.4000000000000e-001 -6.1062652211007e-002
5.0000000000000e-001 1.4000000000000e-001 -6.0458125352136e-002
0.0000000000000e+000 1.6000000000000e-001 -6.1061645156450e-002
2.0000000000000e-002 1.6000000000000e-001 -6.1061645156450e-002
4.0000000000000e-002 1.6000000000000e-001 -6.1061645156450e-002
6.0000000000000e-002 1.6000000000000e-001 -6.1061645156450e-002
8.0000000000000e-002 1.6000000000000e-001 -6.1061645156450e-002
1.0000000000000e-001 1.6000000000000e-001 -6.1061645156450e-002
1.2000000000000e-001 1.6000000000000e-001 -6.1061645156450e-002
1.4000000000000e-001 1.6000000000000e-001 -6.1061645156450e-002
1.6000000000000e-001 1.6000000000000e-001 -6.1061645156450e-002
1.8000000000000e-001 1.6000000000000e-001 -6.1061645156450e-002
2.0000000000000e-001 1.6000000000000e-001 -6.1061645156450e-002
2.2000000000000e-001 1.6000000000000e-001 -6.1061645156450e-002
2.4000000000000e-001 1.6000000000000e-001 -6.1061645156450e-002
2.6000000000000e-001 1.6000000000000e-001 -6.1061645156450e-002
2.8000000000000e-001 1.6000000000000e-001 -6.1061645156450e-002
3.0000000000000e-001 1.6000000000000e-001 -6.1061645156450e-002
3.2000000000000e-001 1.6000000000000e-001 -6.1061645156450e-002
3.4000000000000e-001 1.6000000000000e-001 -6.1061645156450e-002
3.6000000000000e-001 1.6000000000000e-001 -6.1061645156450e-002
3.8000000000000e-001 1.6000000000000e-001 -6.1061645156450e-002
4.0000000000000e-001 1.6000000000000e-001 -6.1061645156450e-002
4.2000000000000e-001 1.6000000000000e-001 -6.1061645156450e-002
4.4000000000000e-001 1.6000000000000e-001 -6.1061645156450e-002
4.6000000000000e-001 1.6000000000000e-001 -6.1061645156450e-002
4.8000000000000e-001 1.6000000000000e-001 -6.1061645156450e-002
5.0000000000000e-001 1.6000000000000e-001 -6.0457128358306e-002
0.0000000000000e+000 1.8000000000000e-001 -6.0977246647381e-002
2.0000000000000e-002 1.8000000000000e-001 -6.0977246647381e-002
4.0000000000000e-002 1.8000000000000e-001 -6.0977246647381e-002
6.0000000000000e-002 1.8000000000000e-001 -6.0977246647381e-002
8.0000000000000e-002 1.8000000000000e-001 -6.0977246647381e-002
1.0000000000000e-001 1.8000000000000e-001 -6.0977246647381e-002
1.2000000000000e-001 1.8000000000000e-001 -6.0977246647381e-002
1.4000000000000e-001 1.8000000000000e-001 -6.0977246647381e-002
1.6000000000000e-001 1.8000000000000e-001 -6.0977246647381e-002
1.8000000000000e-001 1.8000000000000e-001 -6.0977246647381e-002
2.0000000000000e-001 1.8000000000000e-001 -6.0977246647381e-002
2.2000000000000e-001 1.8000000000000e-001 -6.0977246647381e-002
2.4000000000000e-001 1.8000000000000e-001 -6.0977246647381e-002
2.6000000000000e-001 1.8000000000000e-001 -6.0977246647381e-002
2.8000000000000e-001 1.8000000000000e-001 -6.0977246647381e-002
3.0000000000000e-001 1.8000000000000e-001 -6.0977246647381e-002
3.2000000000000e-001 1.8000000000000e-001 -6.0977246647381e-002
3.4000000000000e-001 1.8000000000000e-001 -6.0977246647381e-002
3.6000000000000e-001 1.8000000000000e-001 -6.0977246647381e-002
3.8000000000000e-001 1.8000000000000e-001 -6.0977246647381e-002
4.0000000000000e-001 1.8000000000000e-001 -6.0977246647381e-002
4.2000000000000e-001 1.8000000000000e-001 -6.0977246647381e-002
4.4000000000000e-001 1.8000000000000e-001 -6.0977246647381e-002
4.6000000000000e-001 1.8000000000000e-001 -6.0977246647381e-002
4.8000000000000e-001 1.8000000000000e-001 -6.0977246647381e-002
5.0000000000000e-001 1.8000000000000e-001 -6.0373573065458e-002
0.0000000000000e+000 2.0000000000000e-001 -5.3904037375427e-002
2.0000000000000e-002 2.0000000000000e-001 -5.3904037375427e-002
4.0000000000000e-002 2.0000000000000e-001 -5.3904037375427e-002
6.0000000000000e-002 2.0000000000000e-001 -5.3904037375427e-002
8.0000000000000e-002 2.0000000000000e-001 -5.3904037375427e-002
1.0000000000000e-001 2.0000000000000e-001 -5.3904037375427e-002
1.2000000000000e-001 2.0000000000000e-001 -5.3904037375427e-002
1.4000000000000e-001 2.0000000000000e-001 -5.3904037375427e-002
1.6000000000000e-001 2.0000000000000e-001 -5.3904037375427e-002
1.8000000000000e-001 2.0000000000000e-001 -5.3904037375427e-002
2.0000000000000e-001 2.0000000000000e-001 -5.3904037375427e-002
2.2000000000000e-001 2.0000000000000e-001 -5.3904037375427e-002
