TITLE = "FUNC"
VARIABLES = "X", "F"
ZONE I=101, F=POINT
0.0000000000000e+000 9.9981028735019e-001
1.0000000000000e-002 -1.4449511797426e-005
2.0000000000000e-002 1.6624484944443e-010
3.0000000000000e-002 1.6954434620638e-015
4.0000000000000e-002 -1.3062537217131e-018
5.0000000000000e-002 -6.8411614839473e-020
6.0000000000000e-002 -1.0964396186310e-020
7.0000000000000e-002 -5.0104052488475e-022
8.0000000000000e-002 4.8450937164528e-022
9.0000000000000e-002 2.6774735343750e-022
1.0000000000000e-001 9.9045914404574e-023
1.1000000000000e-001 3.0918740456937e-023
1.2000000000000e-001 8.6225401976536e-024
1.3000000000000e-001 2.1849437181493e-024
1.4000000000000e-001 5.0337331518565e-025
1.5000000000000e-001 1.0415485234691e-025
1.6000000000000e-001 1.8726786451602e-026
1.7000000000000e-001 2.6693730770547e-027
1.8000000000000e-001 1.9521600533177e-028
1.9000000000000e-001 -4.4295503877445e-029
2.0000000000000e-001 -2.4959851309970e-029
2.1000000000000e-001 -6.9470580991914e-030
2.2000000000000e-001 -1.2152321000365e-030
2.3000000000000e-001 -1.8787202373638e-032
2.4000000000000e-001 9.6061273975589e-032
2.5000000000000e-001 5.3654845968514e-032
2.6000000000000e-001 2.1153552157824e-032
2.7000000000000e-001 7.1222060946470e-033
2.8000000000000e-001 2.1756266217794e-033
2.9000000000000e-001 6.1997711702199e-034
3.0000000000000e-001 1.6733790083752e-034
3.1000000000000e-001 4.3162988301067e-035
3.2000000000000e-001 1.0692294114096e-035
3.3000000000000e-001 2.5480116377892e-036
3.4000000000000e-001 5.8307199888271e-037
3.5000000000000e-001 1.2729606651054e-037
3.6000000000000e-001 2.6137368424750e-038
3.7000000000000e-001 4.8945821086991e-039
3.8000000000000e-001 7.7365872901002e-040
3.9000000000000e-001 7.5378512026335e-041
4.0000000000000e-001 -1.0667930514254e-041
4.1000000000000e-001 -9.6342856214966e-042
4.2000000000000e-001 -3.9316734730925e-042
4.3000000000000e-001 -1.2784745120261e-042
4.4000000000000e-001 -3.6477289206843e-043
4.5000000000000e-001 -9.3654297672502e-044
4.6000000000000e-001 -2.1502399111986e-044
4.7000000000000e-001 -4.2164726172720e-045
4.8000000000000e-001 -5.9013182142272e-046
4.9000000000000e-001 1.0824879003305e-047
5.0000000000000e-001 5.2102011270693e-047
5.1000000000000e-001 2.7533273449325e-047
5.2000000000000e-001 1.0960595200127e-047
5.3000000000000e-001 3.8477749084045e-048
5.4000000000000e-001 1.2548428820081e-048
5.5000000000000e-001 3.8949234068954e-049
5.6000000000000e-001 1.1662639756776e-049
5.7000000000000e-001 3.3970305678517e-050
5.8000000000000e-001 9.6774558513795e-051
5.9000000000000e-001 2.7059939106503e-051
6.0000000000000e-001 7.4431931341928e-052
6.1000000000000e-001 2.0163350280743e-052
6.2000000000000e-001 5.3808413879293e-053
6.3000000000000e-001 1.4137654272658e-053
6.4000000000000e-001 3.6521168321194e-054
6.5000000000000e-001 9.2546574611303e-055
6.6000000000000e-001 2.2926620240027e-055
6.7000000000000e-001 5.5244813175897e-056
6.8000000000000e-001 1.2848941383534e-056
6.9000000000000e-001 2.8482951800164e-057
7.0000000000000e-001 5.8803831590802e-058
7.1000000000000e-001 1.0748568682220e-058
7.2000000000000e-001 1.4892174184147e-059
7.3000000000000e-001 2.3853902751763e-061
7.4000000000000e-001 -9.1769696472039e-061
7.5000000000000e-001 -4.9429109326462e-061
7.6000000000000e-001 -1.9292805598583e-061
7.7000000000000e-001 -6.5739802872602e-062
7.8000000000000e-001 -2.0673745946429e-062
7.9000000000000e-001 -6.1428720827758e-063
8.0000000000000e-001 -1.7442358973638e-063
8.1000000000000e-001 -4.7578978300061e-064
8.2000000000000e-001 -1.2485387118929e-064
8.3000000000000e-001 -3.1453624347398e-065
8.4000000000000e-001 -7.5590813850363e-066
8.5000000000000e-001 -1.7097932410945e-066
8.6000000000000e-001 -3.5364415720911e-067
8.7000000000000e-001 -6.2167681334690e-068
8.8000000000000e-001 -6.9219641822528e-069
8.9000000000000e-001 9.5639085120103e-070
9.0000000000000e-001 1.0450678596008e-069
9.1000000000000e-001 4.9582024718058e-070
9.2000000000000e-001 1.9051510398118e-070
9.3000000000000e-001 6.6107054813147e-071
9.4000000000000e-001 2.1556248241785e-071
9.5000000000000e-001 6.7330616470323e-072
9.6000000000000e-001 2.0361045403263e-072
9.7000000000000e-001 5.9985511223611e-073
9.8000000000000e-001 1.7211936166992e-073
9.9000000000000e-001 4.5287468401021e-074
1.0000000000000e+000 0.0000000000000e+000
